MOVIES,IMDB-RATING,NUMBER OF LIKES,NUMBER OF DOWNLOADS,IMDb Link,720p torrent,1080p torrent
The Best Offer (2013),7.8,348,"2,11,195",https://www.imdb.com/title/tt1924396/,https://yts.am/torrent/download/31B8B2B4ABF71ADEE707C73A1166BD08FCF45CCD,https://yts.am/torrent/download/C69035D35175B7A47089985B5B731854EB4C0B77
,,,,,,
Attila (2013),2,103,"73,677",https://www.imdb.com/title/tt3184096/,https://yts.am/torrent/download/085FDC683825D4C9E65AC8F7EFD22F2560E3F24F,https://yts.am/torrent/download/0768E87D0C2EF4216C7BA8F78EAD0820CB9F776B
,,,,,,
Kill Your Darlings (2013),6.5,286,"1,40,133",https://www.imdb.com/title/tt1311071/,https://yts.am/torrent/download/1D6C943797DCC54ADE6DA6697705C70352B09DDE,https://yts.am/torrent/download/1FD6B2838E000F6E979B1F32F780867350A9E5D6
,,,,,,
American Hustle (2013),7.3,920,"6,70,657",https://www.imdb.com/title/tt1800241/,https://yts.am/torrent/download/167C0F3438EB1B78E493BCFDDA9353B02A5BC0EE,https://yts.am/torrent/download/10AB9CAD41F545893AF00993CBFA168FABD46395
,,,,,,
The Book Thief (2013),7.6,595,"3,81,455",https://www.imdb.com/title/tt0816442/,https://yts.am/torrent/download/17A91D3A06114F42C131DEA72CCFC512D772077E,https://yts.am/torrent/download/12FE760C039F1F847838BF92E31FD8A132A6E47D
,,,,,,
Out of the Furnace (2013),6.8,517,"3,55,830",https://www.imdb.com/title/tt1206543/,https://yts.am/torrent/download/48B0E94CF3688C4EBE0D7B221CAC41069AF062F5,https://yts.am/torrent/download/E2CC7593AC5030CD09FDEDA8223DCA3DB537FAE3
,,,,,,
Saving Mr. Banks (2013),7.5,475,"3,32,253",https://www.imdb.com/title/tt2140373/,https://yts.am/torrent/download/6D0C1395C9F2714282A7EEA6E3C738D50CE21C77,https://yts.am/torrent/download/90E99C776DBA9F61E705EA288790E1781539F199
,,,,,,
Frozen (2013),7.5,143,"13,71,839",https://www.imdb.com/title/tt2294629/,https://yts.am/torrent/download/25B4CD46E389E96F80EE42E418CD89D3A65ECD66,https://yts.am/torrent/download/4956A4E976EA948025C3C3554567CA2820F65F64
,,,,,,
Soul Surfer (2011),7.1,170,"1,03,890",https://www.imdb.com/title/tt1596346/,https://yts.am/torrent/download/352F696A7F687EA47DE9D44F9C96BF0CF028A71B,https://yts.am/torrent/download/9DED2D19F85A7C5612E148ADB94DBBEE34DCDC53
,,,,,,
Lord of Illusions (1995),6.1,103,"48,271",https://www.imdb.com/title/tt0113690/,https://yts.am/torrent/download/DB4473DF86DD1EE2F592AA44A56B5DA6F6C6080C,https://yts.am/torrent/download/335F8C20BF930BB1E7F42BDEB5D852A29E48D159
,,,,,,
One Chance (2013),6.8,108,"85,563",https://www.imdb.com/title/tt1196956/,https://yts.am/torrent/download/1CF8DE8C2411224346D4DBBA922B36C3D8C37E2B,https://yts.am/torrent/download/371DC20AAFB1A66B0552863092BB43F17C0817CB
,,,,,,
Somewhere in Time (1980),7.3,107,"40,740",https://www.imdb.com/title/tt0081534/,https://yts.am/torrent/download/84EE0BC52809F31A883D58263EBC6310FCC0B8B8,https://yts.am/torrent/download/C70B447BEDD48E2D3A9727B68D60B15BA4E66C7A
,,,,,,
Homefront (2013),6.5,740,"5,97,268",https://www.imdb.com/title/tt2312718/,https://yts.am/torrent/download/AA957BB7BD9C6F44BD1DFC94F83FBB77EA3F020A,https://yts.am/torrent/download/32744E797CBCA3260DFE2BBCB2E4C7CB2A0957CE
,,,,,,
Arabian Nights (1942),6.2,87,"34,036",https://www.imdb.com/title/tt0034465/,https://yts.am/torrent/download/C15C2D470FE070F60DFAEED227A73700C8B14D39,https://yts.am/torrent/download/1C04BFF7E41BDDAD30F138122DDB8BEEACDE3E5D
,,,,,,
The Golden Blade (1953),5.7,49,"18,196",https://www.imdb.com/title/tt0045828/,https://yts.am/torrent/download/EE07DB669A804AD415C42AFEFA465E73A1BA7529,https://yts.am/torrent/download/496FA7B158B3C6862976895622FD1A247835AF58
,,,,,,
An American Tail (1986),6.9,153,"92,586",https://www.imdb.com/title/tt0090633/,https://yts.am/torrent/download/7BA7402962482C425E3B0586A412EEBE980E157E,https://yts.am/torrent/download/8BBAE6048B919109791711182C4BA38E6A6A4B24
,,,,,,
Apocalypse Pompeii (2014),2.4,120,"1,27,524",https://www.imdb.com/title/tt3384904/,https://yts.am/torrent/download/15588FA70A5292136247671831A09491E8732CB9,https://yts.am/torrent/download/CFD770F6E85BD453DAEBE63D5B656CA9C285B543
,,,,,,
Mandela: Long Walk to Freedom (2013),7.1,261,"1,81,660",https://www.imdb.com/title/tt2304771/,https://yts.am/torrent/download/D42A3A32C1F0426F56C3694071835A048E560EB8,https://yts.am/torrent/download/FA0876DD17A3A8885E541F7AEB58E42C847AD58E
,,,,,,
Harry and the Hendersons (1987),5.9,95,"54,264",https://www.imdb.com/title/tt0093148/,https://yts.am/torrent/download/69DE45BC68AF36C8FA3BCA6F5F083F18BB4B097F,https://yts.am/torrent/download/97F5EDC8069498879189D9AD6EA216A9D4A5F2F5
,,,,,,
Jamesy Boy (2014),6.3,173,"1,55,783",https://www.imdb.com/title/tt1673734/,https://yts.am/torrent/download/EEE5B4E590B65FAD8F4EE13AF81ABF07C1D6F34C,https://yts.am/torrent/download/0151420D22600C318C008D5D8BEC0A9A449BEAF8
,,,,,,
After the Dark (2013),5.7,302,"2,24,146",https://www.imdb.com/title/tt1928340/,https://yts.am/torrent/download/310549A2F3F1FB24365E24423292AA84ECDB4700,https://yts.am/torrent/download/4267F5C25B08DE1D5FC68557E901F507CA950B81
,,,,,,
Life of a King (2013),6.9,124,"1,06,975",https://www.imdb.com/title/tt2708254/,https://yts.am/torrent/download/6E5E1FD041FBC7425A122E66DC78DF65D16504EC,https://yts.am/torrent/download/CEBBB18F8853B8E6A5F5E57991710F8BBD1653A5
,,,,,,
The Last Days on Mars (2013),5.5,263,"1,83,220",https://www.imdb.com/title/tt1709143/,https://yts.am/torrent/download/49BE710471CDBC1CDB87D9F851C8BFAB3FDB9A3F,https://yts.am/torrent/download/2D25D1537FB5912F9F7DF56D7BA504EBB73F0405
,,,,,,
12 Years a Slave (2013),8.1,1121,"8,37,599",https://www.imdb.com/title/tt2024544/,https://yts.am/torrent/download/4ADC19F35034A29A4A284FB7EF971F9684349ECD,https://yts.am/torrent/download/AAD050EE1BB22E196939547B134535824DABF0CE
,,,,,,
Ice Soldiers (2013),4.2,125,"1,12,198",https://www.imdb.com/title/tt3104304/,https://yts.am/torrent/download/6965D484A4A95AEE5B65299ECAE44600629A42CB,https://yts.am/torrent/download/BF4111EAA2F67B09EE441A86086ADB97DBA055C1
,,,,,,
Bullet (2014),4.6,179,"1,63,670",https://www.imdb.com/title/tt2544734/,https://yts.am/torrent/download/53177301CF7EB19B28A82559E524A19AA8888364,https://yts.am/torrent/download/9599D3BED201B89115099ACE2A4809835FAFFC0B
,,,,,,
Run (2013),4.8,177,"1,43,238",https://www.imdb.com/title/tt2215457/,https://yts.am/torrent/download/1E6AE6437505DB9DCA5C46C6192630FC5867B75F,https://yts.am/torrent/download/D9E8FC58664D13031897B45CB6474BE104A1088A
,,,,,,
Cold Comes the Night (2013),5.7,158,"1,02,614",https://www.imdb.com/title/tt2511428/,https://yts.am/torrent/download/F4E2BFD5CAC41289EEA9F93D5A81F6337EF52021,https://yts.am/torrent/download/765370B9B8982A661DA314E0D5885BD257533196
,,,,,,
Justice League: War (2014),7.3,433,"5,37,823",https://www.imdb.com/title/tt3060952/,https://yts.am/torrent/download/84C92C3487213978E699F9AECCF4D1D726A18122,https://yts.am/torrent/download/27390BBB0CFF335679C06C1235DF34F88B08AC76
,,,,,,
Scorned (2013),4.7,94,"76,112",https://www.imdb.com/title/tt2293750/,https://yts.am/torrent/download/E062879B72AEBBE5E2A617654CED4D7630BA0E6E,https://yts.am/torrent/download/C0E8F7BFACDDB5DCFB5EE7EB9259CFCE7DDA27FC
,,,,,,
The Armstrong Lie (2013),7.3,102,"89,830",https://www.imdb.com/title/tt1638364/,https://yts.am/torrent/download/8950AB06C34C215839F9F122DD6136E4D96FC173,https://yts.am/torrent/download/5AF2E6E96D3DD385EA44B3A01BC0FBA2DE9C42D0
,,,,,,
The Further Adventures of the Wilderness Family (1978),6.4,35,"16,030",https://www.imdb.com/title/tt0077587/,https://yts.am/torrent/download/C74173E024BD12101F34B3231BBA3A9970E59F62,https://yts.am/torrent/download/F8D793C3E62742B73A803863A2054E099176D513
,,,,,,
Oldboy (2013),5.8,316,"3,05,896",https://www.imdb.com/title/tt1321511/,https://yts.am/torrent/download/C0BD2D4567D31092941E8D736FCE6AFAE03EA292,https://yts.am/torrent/download/DBE29246EDFFEF157CBBCFE2331ACD76963ED106
,,,,,,
Nebraska (2013),7.7,308,"1,97,944",https://www.imdb.com/title/tt1821549/,https://yts.am/torrent/download/D1F87A13F66909DCB58EC23EE2DB8BF1E9BF4186,https://yts.am/torrent/download/E6E733FAF33B8E0CBC27110FC5EDC09778350502
,,,,,,
The Truth About Emanuel (2013),6,135,"79,385",https://www.imdb.com/title/tt1838520/,https://yts.am/torrent/download/CDDE4BDB4DE60A6CECC035BF5266FB88F0893BFC,https://yts.am/torrent/download/7CB832980B69E57D409C72AE7FCC1E324639788A
,,,,,,
Foreign Correspondent (1940),7.6,62,"21,592",https://www.imdb.com/title/tt0032484/,https://yts.am/torrent/download/0A635BFF61EED7303A8C31CCABC6B340D27F94D9,https://yts.am/torrent/download/FEBB82DAE4DD474A745CCB3D766DC68C9FD882FC
,,,,,,
Night of the Demons (1988),6.3,78,"26,389",https://www.imdb.com/title/tt0093624/,https://yts.am/torrent/download/A9436430BA5A563EDE07C80C401B04B3D62D8F3A,https://yts.am/torrent/download/C6799E21E997C39BBCA9642550E34F7542598886
,,,,,,
Doubt (2008),7.5,209,"89,504",https://www.imdb.com/title/tt0918927/,https://yts.am/torrent/download/B01E3A498098DA906669400A81D63939C678CFF0,https://yts.am/torrent/download/3B12B3A2141D1D41B5F0DC71097F0A1AE9987C97
,,,,,,
The Net (1995),5.9,155,"60,102",https://www.imdb.com/title/tt0113957/,https://yts.am/torrent/download/DA7628D6CD31CEF63E54DDC3800E817824ABE4CC,https://yts.am/torrent/download/F6845CDE47A805AD8DBFCD2D2F74358404EC22D9
,,,,,,
The War of the Roses (1989),6.8,54,"38,921",https://www.imdb.com/title/tt0098621/,https://yts.am/torrent/download/DA7628D6CD31CEF63E54DDC3800E817824ABE4CC,https://yts.am/torrent/download/0ED304523525FE9254EF7A07FE1F15274A2483D7
,,,,,,
Showgirls (1995),4.7,145,"1,14,779",https://www.imdb.com/title/tt0114436/,https://yts.am/torrent/download/23A55EAF185A672A325EE0ECA1E0433A4EC61733,https://yts.am/torrent/download/95D98C7A5704458C0019DD5BAC04FEC3F1D9B0F8
,,,,,,
Foolish Wives (1922),7.2,51,"13,371",https://www.imdb.com/title/tt0013140/,https://yts.am/torrent/download/CCF785CDC4AB12BB7FEC0A26C5FA650F103AD45D,https://yts.am/torrent/download/95D98C7A5704458C0019DD5BAC04FEC3F1D9B0F8
,,,,,,
The Great Buck Howard (2008),6.5,64,"48,713",https://www.imdb.com/title/tt0460810/,https://yts.am/torrent/download/4287256F0E19BCA400B3575CE1A725915EFBC84C,https://yts.am/torrent/download/95D98C7A5704458C0019DD5BAC04FEC3F1D9B0F8
,,,,,,
Titanic (1953),7.2,94,"36,880",https://www.imdb.com/title/tt0046435/,https://yts.am/torrent/download/FD614655CCAE474D4CB4C47C976183DFFFE1D0FF,https://yts.am/torrent/download/95D98C7A5704458C0019DD5BAC04FEC3F1D9B0F8
,,,,,,
Gravity (2013),7.7,142,"8,62,603",https://www.imdb.com/title/tt1454468/,https://yts.am/torrent/download/80FE9C2A368AFB173812CB3DDD8F1BFAC86B762D,https://yts.am/torrent/download/95731CE3C5EA065766F6EB92C9A426A58ADA56FE
,,,,,,
Afternoon Delight (2013),5.8,138,"1,10,099",https://www.imdb.com/title/tt2312890/,https://yts.am/torrent/download/FCD37EF91A7332C8E4E525B74CF87CBC90B7211E,https://yts.am/torrent/download/96544A9DB569EAA00C7DA01C0DE977BCAF5D5F06
,,,,,,
Field of Dreams (1989),7.5,107,"55,430",https://www.imdb.com/title/tt0097351/,https://yts.am/torrent/download/24831E2E3AA21F1410FE1BB9ECF0A5F0F116459F,https://yts.am/torrent/download/35ECE808CD4AE9586D554D34A9050C3A9700D857
,,,,,,
The Firm (1993),6.8,150,"71,182",https://www.imdb.com/title/tt0106918/,https://yts.am/torrent/download/A137343A41279BA3F76992EB9D5649E57ED22CF8,https://yts.am/torrent/download/61E054B47579A044A6671C6B75377276C2C472DE
,,,,,,
Thor: The Dark World (2013),7,275,"17,19,653",https://www.imdb.com/title/tt1981115/,https://yts.am/torrent/download/420FFA5CB90241D398A75FA6AB314B4D7B7E1EAC,https://yts.am/torrent/download/6393195B9986C748E4F8E7CCB4F10C72F6CE7BBC
,,,,,,
A Case of You (2013),5.7,141,"1,21,646",https://www.imdb.com/title/tt1817081/,https://yts.am/torrent/download/1E7A51C4611BABC7E8D18D8ED7E396C543C740EF,https://yts.am/torrent/download/333C48DC8A2FC2E00481393608E136C2D6EECCE9
,,,,,,
Blood Shed (2013),3,76,"36,978",https://www.imdb.com/title/tt2486278/,https://yts.am/torrent/download/7B16616E554444D88870E6DE2E7897081B57FDB5,https://yts.am/torrent/download/43FC462ACD6BD6D83F60C2D57A6A297C2B3C4E3E
,,,,,,
"Jeff, Who Lives at Home (2011)",6.5,97,"55,857",https://www.imdb.com/title/tt1588334/,https://yts.am/torrent/download/5E9E637E82F3EDB184BE6D429C995CA9D11F2543,https://yts.am/torrent/download/7E957B11757FCB708A273D1F348977EEC99D3674
,,,,,,
The Gift (2000),6.7,93,"55,052",https://www.imdb.com/title/tt0219699/,https://yts.am/torrent/download/AA9177FF7B18540307430324BB799EC005EE6301,https://yts.am/torrent/download/7E957B11757FCB708A273D1F348977EEC99D3674
,,,,,,
Four Rooms (1995),6.7,137,"56,605",https://www.imdb.com/title/tt0113101/,https://yts.am/torrent/download/57B3F955AC31E763545A2EC93240271280A73239,https://yts.am/torrent/download/A4CC0761CBC42BCA8D3E6A2B2AA4635E57518BA9
,,,,,,
Chasing Amy (1997),7.3,121,"59,564",https://www.imdb.com/title/tt0118842/,https://yts.am/torrent/download/B7719C180727642463070AEE656F47F1C228D13B,https://yts.am/torrent/download/8F83EB313CDDA38292EA3CD0055BC071216F88E3
,,,,,,
Sex Drive (2008),6.5,204,"1,74,734",https://www.imdb.com/title/tt1135985/,https://yts.am/torrent/download/A6AC9FB2BA04D030406CAA0A9A2DD65EEB402483,https://yts.am/torrent/download/4511802E0F9AB07E301C6B1022FF11BC219D32DE
,,,,,,
Punisher: War Zone (2008),6,169,"1,99,669",https://www.imdb.com/title/tt0450314/,https://yts.am/torrent/download/5334F830E1AD830F048FE96334D94C6CDB2C17A4,https://yts.am/torrent/download/4511802E0F9AB07E301C6B1022FF11BC219D32DE
,,,,,,
Vertigo (1958),8.3,218,"1,15,824",https://www.imdb.com/title/tt0052357/,https://yts.am/torrent/download/34BA94574CC2DB512DC794AE4BEFEA6CF3D23359,https://yts.am/torrent/download/FB157CCB94629D1CAA1F29BC49070E916E669BB8
,,,,,,
All Things to All Men (2013),4.4,79,"72,318",https://www.imdb.com/title/tt2095568/,https://yts.am/torrent/download/E539EDD59CB575939C2E53E0170763B4F27B6073,https://yts.am/torrent/download/11AAB5B2F976C436C87A4FCBAA1B53282302C786
,,,,,,
Milk (2008),7.6,149,"60,725",https://www.imdb.com/title/tt1013753/,https://yts.am/torrent/download/18045D47E9EFB8605AB5200ADFF8D9B72F6DFEE3,https://yts.am/torrent/download/1269A330EB1C015BA456E8551C8CB337A0D0A3BC
,,,,,,
Bedtime Stories (2008),6.1,167,"1,35,398",https://www.imdb.com/title/tt0960731/,https://yts.am/torrent/download/31AF4677BF8F67C41424580DE002056F7DFC7235,https://yts.am/torrent/download/1269A330EB1C015BA456E8551C8CB337A0D0A3BC
,,,,,,
Welcome to the Jungle (2013),5,303,"2,79,723",https://www.imdb.com/title/tt2193265/,https://yts.am/torrent/download/7B08F55A91DDB526D046969325D3D549CD42C63E,https://yts.am/torrent/download/39F6C559236F7CD11E9861E1E797CE4F0A5C9A80
,,,,,,
Big Momma's House (2000),5.1,116,"71,379",https://www.imdb.com/title/tt0208003/,https://yts.am/torrent/download/ED19C81F538C26EFCC3530F13E8EC09DA356E1E4,https://yts.am/torrent/download/6D1B891CECDD899FC37B0B5CF26110AAD2BBA428
,,,,,,
Antisocial (2013),4.5,104,"98,004",https://www.imdb.com/title/tt2772092/,https://yts.am/torrent/download/4A2ED9A8D13C93909E55E895DE084B50729970EF,https://yts.am/torrent/download/5BC2F148DB4BAFA365F77095D5DD37BA579FFAA1
,,,,,,
Mother of George (2013),6.4,54,"35,851",https://www.imdb.com/title/tt2094890/,https://yts.am/torrent/download/9F86FACD8E6D3265F08230423E6B19AE29260852,https://yts.am/torrent/download/95459110EF140C709DEDFC73F6047774294C5922
,,,,,,
Inequality for All (2013),8.1,148,"1,25,475",https://www.imdb.com/title/tt2215151/,https://yts.am/torrent/download/8526B75C72D56C78A5B6E31C3AEDDB6902A5700C,https://yts.am/torrent/download/6DA234CE437139A7DF07321C6B63B5164F16ECFE
,,,,,,
Prisoners of the Sun (2013),3.7,113,"1,19,824",https://www.imdb.com/title/tt0496375/,https://yts.am/torrent/download/75BD62F4654C8C65E4170B49F2FDEEC49363CBDC,https://yts.am/torrent/download/D09FA2DD2D59098298931637195A4AFD495CEDB1
,,,,,,
The Best Man Holiday (2013),6.7,151,"1,42,671",https://www.imdb.com/title/tt2083355/,https://yts.am/torrent/download/14498F989B721E9CC7446D3278479390A8E5A49A,https://yts.am/torrent/download/CB2186E82F2E4047CBAD9CED9B636226495CC055
,,,,,,
Darkroom (2013),3.7,85,"76,690",https://www.imdb.com/title/tt1876283/,https://yts.am/torrent/download/D51D1857A44182672A7289010056DCE6595E5323,https://yts.am/torrent/download/B7572FDBF1F97567A122851C6996DE826258A858
,,,,,,
Ender's Game (2013),6.6,979,"7,26,636",https://www.imdb.com/title/tt1731141/,https://yts.am/torrent/download/D7D0A3C52D27878BB8D18D2E484AB0F5F40C0DEB,https://yts.am/torrent/download/A63755CFCEB25413EF88FACE5101B5D457D4BD4D
,,,,,,
The Counsellor (2013),5.3,452,"3,65,052",https://www.imdb.com/title/tt2193215/,https://yts.am/torrent/download/DAB55343C02471A462C4BC4CBC3FEFFD18D38443,https://yts.am/torrent/download/9399B86C8E8DFA545D7727A20CD0573EB01D7166
,,,,,,
Falling Down (1993),7.6,178,"97,163",https://www.imdb.com/title/tt0106856/,https://yts.am/torrent/download/FCA341F2C24BBC7A71AD367E8BC70773D007DDAC,https://yts.am/torrent/download/744DF2F42C47F384F10ACDB49A5A004087146BC1
,,,,,,
Catch Me If You Can (2002),8.1,651,"5,37,270",https://www.imdb.com/title/tt0264464/,https://yts.am/torrent/download/E1C033EB3F9A31539D1CA2E12ED80CE11A481A76,https://yts.am/torrent/download/D77DCA4F05287BAB2994C237E2431DA5D7C7AFD3
,,,,,,
Sparrows (1926),7.4,54,"16,682",https://www.imdb.com/title/tt0017423/,https://yts.am/torrent/download/2E9B0F22424B46A8B53D12F909A562A9D196C090,https://yts.am/torrent/download/D77DCA4F05287BAB2994C237E2431DA5D7C7AFD3
,,,,,,
The Benchwarmers (2006),5.6,124,"85,081",https://www.imdb.com/title/tt0437863/,https://yts.am/torrent/download/F8F41E7E2B0BC337D8BED78175729DEDDC0788AB,https://yts.am/torrent/download/184C554B477DFC88F3170EB7FFD01C4FAA043080
,,,,,,
The Benchwarmers (2006),5.6,124,"85,081",https://www.imdb.com/title/tt0437863/,https://yts.am/torrent/download/F8F41E7E2B0BC337D8BED78175729DEDDC0788AB,https://yts.am/torrent/download/184C554B477DFC88F3170EB7FFD01C4FAA043080
,,,,,,
Baggage Claim (2013),5.1,105,"1,13,909",https://www.imdb.com/title/tt1171222/,https://yts.am/torrent/download/CFAB036F9FD9F03D7A6A35C5E3118227E227D4CF,https://yts.am/torrent/download/FB7BF8C0D9E8D44460A56A07F1B021B8B808D1D7
,,,,,,
Get Lucky (2013),4.4,111,"1,25,420",https://www.imdb.com/title/tt2175669/,https://yts.am/torrent/download/7160B31DC5EFE88A83AB4CD8EDA17E966771A614,https://yts.am/torrent/download/B11C9D164057F041968C7EDD81356430869240E1
,,,,,,
Dallas Buyers Club (2013),8,676,"5,64,655",https://www.imdb.com/title/tt0790636/,https://yts.am/torrent/download/F18A60DB02EC3B55C18924F47955DE766DACC537,https://yts.am/torrent/download/9DE63BACB65CE4BBB853F57D4843410D1F09FFBD
,,,,,,
How I Live Now (2013),6.5,217,"1,35,193",https://www.imdb.com/title/tt1894476/,https://yts.am/torrent/download/149528DA5C056C6BA9FEEFC95B2490F7F6D095EC,https://yts.am/torrent/download/C62571043AB118E633072FA6155DB1BB498F1A0F
,,,,,,
Best Man Down (2012),6.4,149,"1,35,973",https://www.imdb.com/title/tt1885300/,https://yts.am/torrent/download/F60F4684CB3D178405FE4051A0D0E0DD12E231EB,https://yts.am/torrent/download/106FEFAF5FD0259FDEA25E7EB97B61A654F1C577
,,,,,,
Free Birds (2013),5.9,309,"3,13,940",https://www.imdb.com/title/tt1621039/,https://yts.am/torrent/download/4D471B276D4C788C2E32B0719947891F64CB813B,https://yts.am/torrent/download/2E43BBA32BE6BB4A4C3168766E5100BAE97C63AC
,,,,,,
Escape Plan (2013),6.7,1061,"9,70,211",https://www.imdb.com/title/tt1211956/,https://yts.am/torrent/download/6DC6E7C3B881C8867E7BBCFABB3EF3C7D6D4AA66,https://yts.am/torrent/download/60C1D8CBE90E24340EF86937A685921456EE2E79
,,,,,,
Plush (2013),5.4,162,"1,11,843",https://www.imdb.com/title/tt2226519/,https://yts.am/torrent/download/F8E0EE22C97D68139B642F5F8572BBFECD4F25A1,https://yts.am/torrent/download/30BE27784FD52942C144DF1AD0D7F1AEFAC47DC6
,,,,,,
Austenland (2013),6.3,122,"1,07,126",https://www.imdb.com/title/tt1985019/,https://yts.am/torrent/download/9B8F516875085ED850ED2BD16476550B636D9BB3,https://yts.am/torrent/download/3648E4BA3EEC1FAA76767F27E275054A53E43876
,,,,,,
Filth (2013),7.1,357,"2,77,662",https://www.imdb.com/title/tt1450321/,https://yts.am/torrent/download/4EAE6EB76896E782AE11F68C1D44E9307F7A4244,https://yts.am/torrent/download/6543FD334166B0968C304DFBB534683ADF4ACA81
,,,,,,
Paranormal Movie (2013),2.2,75,"76,803",https://www.imdb.com/title/tt2392846/,https://yts.am/torrent/download/8911384A2A2AFD20A6A178C2570DBCF86E9D0078,https://yts.am/torrent/download/11844773BBBF0C5BA6EFBB61546E629F770BD305
,,,,,,
Coal Miner's Daughter (1980),7.5,72,"29,547",https://www.imdb.com/title/tt0080549/,https://yts.am/torrent/download/E5A80F0256E9D0EA64F735F28AB6D827C0DABFC6,https://yts.am/torrent/download/76467708B5B06F707582E0D4A5A5AD45B76B573D
